Conference,Division,School,Contact Name,Title,Sports,Address,City,State,Zip Code,,,,,,
Big East,NCAA I,ST. JOHN'S UNIVERSITY,Edward Blankmeyer,Head Coach,Men's Baseball,8000 Utopia Pkwy,Queens,NY,11439-0000,,,,,,
Big East,NCAA I,VILLANOVA UNIVERSITY,Kevin Mulvey,Head Coach,Men's Baseball,800 Lancaster Ave,Villanova,PA,19085-1674,,,,,,
Big East,NCAA I,XAVIER UNIVERSITY,Billy O'Conner,Head Coach,Men's Baseball,3800 Victory Pkwy.,Cincinnati,OH,45207-7530,,,,,,
Big South,NCAA I,CAMPBELL UNIVERSITY,Justin Haire,Head Coach,Men's Baseball,P O Box 10,Buies Creek,NC,27506-0000,,,,,,
Big South,NCAA I,CHARLESTON SOUTHERN UNIVERSITY,Adam Ward,Head Coach,Men's Baseball,9200 University Blvd.,Charleston,SC,29423-8087,,,,,,
Big South,NCAA I,GARDNER-WEBB UNIVERSITY,Rusty Stroupe,Head Coach,Men's Baseball,110 S. Main Street,Boiling Springs,NC,28017-0000,,,,,,
Big South,NCAA I,HIGH POINT UNIVERSITY,Craig Cozart,Head Coach,Men's Baseball,833 Montlieu Ave.,High Point,NC,27262-0000,,,,,,
Big South,NCAA I,LIBERTY UNIVERSITY,Scott Jackson,Head Coach,Men's Baseball,Williams Stadium Tower,Lynchburg,VA,24515-2269,,,,,,
Big South,NCAA I,LONGWOOD UNIVERSITY,Ryan Mau,Head Coach,Men's Baseball,201 High St.,Farmville,VA,23909-1800,,,,,,
Big South,NCAA I,"NORTH CAROLINA, U. OF (Asheville)",Scott Friedholm,Head Coach,Men's Baseball,"Justice Center, CPO 2600",Asheville,NC,28804-8513,,,,,,
Big South,NCAA I,PRESBYTERIAN COLLEGE,Elton Pollock,Head Coach,Men's Baseball,105 Ashland Avenue,Clinton,SC,29325-2960,,,,,,
Big South,NCAA I,RADFORD UNIVERSITY,Joe Raccuia,Head Coach,Men's Baseball,501 Stockton Street,Radford,VA,24142-0000,,,,,,
Big South,NCAA I,WINTHROP UNIVERSITY,Tom Riginos,Head Coach,Men's Baseball,Winthrop Coliseum,Rock Hill,SC,29733-0001,,,,,,
Big Ten,NCAA I,"ILLINOIS, UNIVERSITY OF",Dan Hartleb,Head Coach,Men's Baseball,1700 S 4th Street,Champaign,IL,61820-0000,,,,,,
Big Ten,NCAA I,INDIANA UNIVERSITY,Chris Lemonis,Head Coach,Men's Baseball,1001 E. 17th Street,Bloomington,IN,47408-1590,,,,,,
Big Ten,NCAA I,"IOWA, UNIVERSITY OF",Rick Heller,Head Coach,Men's Baseball,One Elliott Dr.,Iowa City,IA,52242-0000,,,,,,
Big Ten,NCAA I,"MARYLAND, U. OF (College Park)",Rob Vaughn,Head Coach,Men's Baseball,Comcast Center,College Park,MD,20742-0000,,,,,,
Big Ten,NCAA I,MICHIGAN STATE UNIVERSITY,Jake Boss Jr.,Head Coach,Men's Baseball,Room 248 Jenison Field House,East Lansing,MI,48824-1025,,,,,,
Big Ten,NCAA I,"MICHIGAN, UNIVERSITY OF",Erik Bakich,Head Coach,Men's Baseball,1000 South State Street,Ann Arbor,MI,48109-2201,,,,,,
Big Ten,NCAA I,"MINNESOTA, UNIVERSITY of",John Anderson,Head Coach,Men's Baseball,516 15th Ave SE,Minneapolis,MN,55455-0000,,,,,,
Big Ten,NCAA I,"NEBRASKA, U. OF (Lincoln)",Darin Erstad,Head Coach,Men's Baseball,One Memorial Stadium,Lincoln,NE,68588-0120,,,,,,
Big Ten,NCAA I,NORTHWESTERN UNIVERSITY,Spencer Allen,Head Coach,Men's Baseball,1501 Central St.,Evanston,IL,60208-0000,,,,,,
Big Ten,NCAA I,OHIO STATE UNIVERSITY,Greg Beals,Head Coach,Men's Baseball,Fawcett Center,Columbus,OH,43210-1027,,,,,,
Big Ten,NCAA I,PENN STATE UNIVERSITY,Rob Cooper,Head Coach,Men's Baseball,127 Bryce Jordan Ctr.,University Park,PA,16802-0000,,,,,,
Big Ten,NCAA I,PURDUE UNIVERSITY,Mark Wasikowski,Head Coach,Men's Baseball,900 John R. Wooden Drive,West Lafayette,IN,47907-2070,,,,,,
Big Ten,NCAA I,"RUTGERS, THE STATE U. OF NEW JERSEY",Joseph Litterio,Head Coach,Men's Baseball,Rutgers Athletic Center,Piscataway,NJ,08854-8053,,,,,,
Big West,NCAA I,CAL STATE FULLERTON,Rick Vanderhook,Head Coach,Men's Baseball,800 N. State College Blvd.,Fullerton,CA,92831-0000,,,,,,
Big West,NCAA I,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,Larry Lee,Head Coach,Men's Baseball,1 Grand Ave,San Luis Obispo,CA,93407-0388,,,,,,
Big West,NCAA I,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",Greg Moore,Head Coach,Men's Baseball,18111 Nordhoff St.,Northridge,CA,91330-8276,,,,,,
Big West,NCAA I,"CALIFORNIA, U. OF (Irvine)",Mike Gillespie,Head Coach,Men's Baseball,Intercollegiate Athletics Building,Irvine,CA,92697-4500,,,,,,
Big West,NCAA I,"CALIFORNIA, U. OF (Riverside)",Troy Percival,Head Coach,Men's Baseball,900 University Ave.,Riverside,CA,92521-0000,,,,,,
Big West,NCAA I,"CALIFORNIA, U. OF (Santa Barbara)",Andrew Checketts,Head Coach,Men's Baseball,Intercollegiate Athletics,Santa Barbara,CA,93106-5200,,,,,,
Big West,NCAA I,"CALIFORNIA, UNIVERSITY OF (Davis)",Matt Vaughn,Head Coach,Men's Baseball,One Shields Ave.,Davis,CA,95616-0000,,,,,,
Big West,NCAA I,"HAWAII, UNIVERSITY OF",Mike Trapasso,Head Coach,Men's Baseball,1337 Lower Campus Rd.,Honolulu,HI,96822-2312,,,,,,
Big West,NCAA I,LONG BEACH STATE UNIVERSITY,Troy Buckley,Head Coach,Men's Baseball,1250 N Bellflower Blvd,Long Beach,CA,90840-0006,,,,,,
California Collegiate,NCAA II,CAL STATE DOMINGUEZ HILLS,Tyler Wright,Head Coach,Men's Baseball,1000 E. Victoria St.,Carson,CA,90747-0000,,,,,,
California Collegiate,NCAA II,CAL STATE EAST BAY,Mike Cummins,Head Coach,Men's Baseball,25800 Carlos Bee Blvd.,Hayward,CA,94542-3001,,,,,,
California Collegiate,NCAA II,CAL STATE MONTEREY BAY,Walter White,Head Coach,Men's Baseball,CSUMB Athletics,Seaside,CA,93955-8001,,,,,,
California Collegiate,NCAA II,CAL STATE SAN BERNARDINO,Mike Nadeau,Head Coach,Men's Baseball,5500 University Pkwy.,San Bernardino,CA,92407-0000,,,,,,
California Collegiate,NCAA II,CAL STATE SAN MARCOS,Matt Giuliano,Head Coach,Men's Baseball,333 S. Twin Oaks Valley Rd,San Marcos,CA,92096-0000,,,,,,
California Collegiate,NCAA II,"CALIFORNIA STATE POLYTECHNIC U., POMONA",Randy Betten,Head Coach,Men's Baseball,3801 W. Temple Ave.,Pomona,CA,91768-2557,,,,,,
California Collegiate,NCAA II,CALIFORNIA STATE UNIVERSITY LOS ANGELES,Vince Beringhele,Head Coach,Men's Baseball,5151 State University Dr.,Los Angeles,CA,90032-0000,,,,,,
California Collegiate,NCAA II,"CALIFORNIA, UNIVERSITY OF (San Diego)",Eric Newman,Head Coach,Men's Baseball,9500 Gilman Dr.,La Jolla,CA,92093-0531,,,,,,
California Collegiate,NCAA II,CHICO STATE UNIVERSITY,Dave Taylor,Head Coach,Men's Baseball,1205 West 7th Street,Chico,CA,95929-0300,,,,,,
California Collegiate,NCAA II,SAN FRANCISCO STATE U.,Tony Schifano,Head Coach,Men's Baseball,1600 Holloway Ave,San Francisco,CA,94132-1722,,,,,,
California Collegiate,NCAA II,SONOMA STATE UNIVERSITY,John Goelz,Head Coach,Men's Baseball,1801 East Cotati Avenue,Rohnert Park,CA,94928-3613,,,,,,
California Collegiate,NCAA II,STANISLAUS STATE,Kenny Leonesio,Head Coach,Men's Baseball,formerly Cal State Stanislaus,Turlock,CA,95382-0256,,,,,,
California Pacific,NAIA 1,BENEDICTINE UNIVERSITY AT MESA,Kelly Stinnett,Head Coach,Men's Baseball,Gillett Hall,Mesa,AZ,85201-0000,,,,,,
California Pacific,NAIA 1,LA SIERRA UNIVERSITY,Gabriel Gamboa,Head Coach,Men's Baseball,4500 Riverwalk Parkway,Riverside,CA,92515-8247,,,,,,
California Pacific,NAIA 1,MARYMOUNT CALIFORNIA UNIV.,John Lauro,Head Coach,Men's Baseball,30800 Palos Verdes Dr. East,Rancho Palos Verdes,CA,90275-0000,,,,,,
California Pacific,NAIA 1,PROVIDENCE CHRISTIAN COLLEGE,Trevor Davidson,Head Coach,Men's Baseball,1539 E. Howard St.,Pasadena,CA,91104-0000,,,,,,
California Pacific,NAIA 1,SIMPSON UNIVERSITY,Dan Tating,Head Coach,Men's Baseball,2211 College View Dr.,Redding,CA,96003-8601,,,,,,
Capital,NCAA III,CHRISTOPHER NEWPORT UNIVERSITY,John Harvell,Head Coach,Men's Baseball,1 Avenue of the Arts,Newport News,VA,23606-2998,,,,,,
Capital,NCAA III,FROSTBURG STATE UNIVERSITY,Guy Robertson,Head Coach,Men's Baseball,Harold J. Cordts PE Ctr.,Frostburg,MD,21532-0000,,,,,,
Capital,NCAA III,"MARY WASHINGTON, U. OF",Wayne Riser,Head Coach,Men's Baseball,1301 College Avenue,Fredericksburg,VA,22401-0000,,,,,,
Capital,NCAA III,MARYMOUNT UNIVERSITY,Frank Leoni,Head Coach,Men's Baseball,2807 N. Glebe Rd.,Arlington,VA,22207-4224,,,,,,
Capital,NCAA III,PENN STATE HARRISBURG,Ryan Bown,Head Coach,Men's Baseball,777 W. Harrisburg Pike,Middletown,PA,17057-0000,,,,,,
Capital,NCAA III,SAINT MARY'S COLLEGE OF MARYLAND,Bernie Stratchko,Head Coach,Men's Baseball,Michael P. O'Brien Athletics and Recreation Center,St. Mary's City,MD,20686-3001,,,,,,
Capital,NCAA III,SALISBURY UNIVERSITY,Troy Brohawn,Head Coach,Men's Baseball,1101 Camden Ave,Salisbury,MD,21801-0000,,,,,,
Capital,NCAA III,SOUTHERN VIRGINIA UNIVERSITY,Logan Mann,Head Coach,Men's Baseball,1 University Hill Drive,Buena Vista,VA,24416-3038,,,,,,
Capital,NCAA III,WESLEY COLLEGE,Bret Underwood,Head Coach,Men's Baseball,120 N. State St.,Dover,DE,19901-0000,,,,,,
Capital,NCAA III,YORK COLLEGE,Mike Scappa,Head Coach,Men's Baseball,441 Country Club Road,York,PA,17403-3651,,,,,,
Assoc. Independent Institutions,NAIA 1,"BRITISH COLUMBIA, U. OF",Chris Pritchett,Head Coach,Men's Baseball,6081 University Blvd.,Vancouver,BC V6T,1Z1-0000,,,,,,
Cascade,NAIA 1,CORBAN UNIVERSITY,Derek Legg,Head Coach,Men's Baseball,5000 Deer Park Dr. SE,Salem,OR,97317-0000,,,,,,
Cascade,NAIA 1,"IDAHO, COLLEGE OF",Shawn Humberger,Head Coach,Men's Baseball,2112 Cleveland Blvd,Caldwell,ID,83605-4432,,,,,,
Cascade,NAIA 1,OREGON INSTITUTE OF TECHNOLOGY,Matt Miles,Head Coach,Men's Baseball,3201 Campus Dr.,Klamath Falls,OR,97601-0000,,,,,,
CCIW,NCAA III,AUGUSTANA COLLEGE,Greg Wallace,Head Coach,Men's Baseball,639 38th Street,Rock Island,IL,61201-0000,,,,,,
CCIW,NCAA III,CARROLL UNIVERSITY,Stein Rear,Head Coach,Men's Baseball,100 N East Ave,Waukesha,WI,53186-3103,,,,,,
CCIW,NCAA III,CARTHAGE COLLEGE,Augie Schmidt IV,Head Coach,Men's Baseball,2001 Alford Park Drive,Kenosha,WI,53140-1994,,,,,,
CCIW,NCAA III,ELMHURST COLLEGE,Joel Southern,Head Coach,Men's Baseball,190 Prospect Ave,Elmhurst,IL,60126-3271,,,,,,
CCIW,NCAA III,ILLINOIS WESLEYAN UNIVERSITY,Dennis Martel,Head Coach,Men's Baseball,302 E. Emerson St.,Bloomington,IL,61701-2900,,,,,,
CCIW,NCAA III,MILLIKIN UNIVERSITY,Brandon Townsend,Head Coach,Men's Baseball,1184 W Main St,Decatur,IL,62522-2039,,,,,,
CCIW,NCAA III,NORTH CENTRAL COLLEGE,Ed Mathey,Head Coach,Men's Baseball,450 S. Brainard St.,Naperville,IL,60540-0000,,,,,,
CCIW,NCAA III,NORTH PARK UNIVERSITY,Luke Johnson,Head Coach,Men's Baseball,3225 W. Foster Ave.,Chicago,IL,60625-4810,,,,,,
CCIW,NCAA III,WHEATON COLLEGE (IL),Matt Husted,Head Coach,Men's Baseball,501 College Ave.,Wheaton,IL,60187-5501,,,,,,
Centennial,NCAA III,DICKINSON COLLEGE,Craig Hanson,Head Coach,Men's Baseball,575 W. High Street,Carlisle,PA,17013-2896,,,,,,
Centennial,NCAA III,FRANKLIN & MARSHALL COLLEGE,Ryan Horning,Head Coach,Men's Baseball,PO Box 3003,Lancaster,PA,17604-3003,,,,,,
Centennial,NCAA III,GETTYSBURG COLLEGE,John Campo,Head Coach,Men's Baseball,300 North Washington St.,Gettysburg,PA,17325-0000,,,,,,
Centennial,NCAA III,HAVERFORD COLLEGE,David Beccaria,Head Coach,Men's Baseball,370 Lancaster Ave.,Haverford,PA,19041-1336,,,,,,
Centennial,NCAA III,JOHNS HOPKINS UNIVERSITY,Bob Babb,Head Coach,Men's Baseball,Newton H. White Jr. Athletic Ctr,Baltimore,MD,21218-2684,,,,,,
Centennial,NCAA III,McDANIEL COLLEGE,David Seibert,Head Coach,Men's Baseball,2 College Hill,Westminster,MD,21157-4303,,,,,,
Centennial,NCAA III,MUHLENBERG COLLEGE,Tod Gross,Head Coach,Men's Baseball,2400 W. Chew St.,Allentown,PA,18104-5564,,,,,,
Centennial,NCAA III,SWARTHMORE COLLEGE,Matt Midkiff,Head Coach,Men's Baseball,500 College Ave,Swarthmore,PA,19081-1397,,,,,,
Centennial,NCAA III,URSINUS COLLEGE,Stan Exeter,Head Coach,Men's Baseball,601 E. Main St.,Collegeville,PA,19426-0000,,,,,,
Centennial,NCAA III,WASHINGTON COLLEGE,Cory Beddick,Head Coach,Men's Baseball,300 Washington Ave,Chestertown,MD,21620-1438,,,,,,
Central Atlantic,NCAA II,BLOOMFIELD COLLEGE,Jeff Watson,Head Coach,Men's Baseball,467 Franklin St.,Bloomfield,NJ,07003-3425,,,,,,
Central Atlantic,NCAA II,CALDWELL UNIVERSITY,Jay Messina,Head Coach,Men's Baseball,120 Bloomfield Ave.,Caldwell,NJ,07006-6109,,,,,,
Central Atlantic,NCAA II,CHESTNUT HILL COLLEGE,Bob Spratt,Head Coach,Men's Baseball,9601 Germantown Ave.,Philadelphia,PA,19118-0000,,,,,,
Central Atlantic,NCAA II,CONCORDIA COLLEGE (NY),Craig Everett,Head Coach,Men's Baseball,171 White Plains Road,Bronxville,NY,10708-1923,,,,,,
Central Atlantic,NCAA II,DOMINICAN COLLEGE,Rick Giannetti,Head Coach,Men's Baseball,495 Western Hwy,Orangeburg,NY,10962-1210,,,,,,
Central Atlantic,NCAA II,FELICIAN UNIVERSITY,Chris Langan,Head Coach,Men's Baseball,One Felician Way,Rutherford,NJ,07070-2117,,,,,,
Central Atlantic,NCAA II,GOLDEY-BEACOM COLLEGE,Tom Riley,Head Coach,Men's Baseball,4701 Limestone Rd.,Wilmington,DE,19808-1927,,,,,,
Central Atlantic,NCAA II,NYACK COLLEGE,Matthew Cornacchione,Head Coach,Men's Baseball,1 South Blvd,Nyack,NY,10960-3604,,,,,,
Central Atlantic,NCAA II,POST UNIVERSITY,Ray Ricker,Head Coach,Men's Baseball,800 Country Club Rd,Waterbury,CT,06723-3240,,,,,,
Central Atlantic,NCAA II,"SCIENCES, UNIVERSITY OF THE",Kevin Woodbridge,Head Coach,Men's Baseball,600 S 43rd St.,Philadelphia,PA,19104-0000,,,,,,
Central Atlantic,NCAA II,THOMAS JEFFERSON UNIVERSITY,Pat Horvath,Head Coach,Men's Baseball,(formerly Philadelphia U.),Philadelphia,PA,19144-5497,,,,,,
Central Intercollegiate,NCAA II,CHOWAN UNIVERSITY,Taylor Furlough,Head Coach,Men's Baseball,One University Pl.,Murfreesboro,NC,27855-0000,,,,,,
Central Intercollegiate,NCAA II,LINCOLN UNIVERSITY,Anthony Pla,Head Coach,Men's Baseball,1570 Baltimore Pike,Lincoln University,PA,19352-0999,,,,,,
Central Intercollegiate,NCAA II,SAINT AUGUSTINE'S UNIVERSITY,Charles Whitaker,Head Coach,Men's Baseball,1315 Oakwood Ave,Raleigh,NC,27610-0000,,,,,,
Central Intercollegiate,NCAA II,VIRGINIA STATE UNIVERSITY,Merrill Morgan,Head Coach,Men's Baseball,20720 4th Avenue,Petersburg,VA,23806-0000,,,,,,
Central Intercollegiate,NCAA II,WINSTON-SALEM STATE UNIVERSITY,Kevin Ritsche,Head Coach,Men's Baseball,WSSU Department of Athletics,Winston-Salem,NC,27110-0000,,,,,,
Central Valley,NJCAA I,CERRO COSO COMMUNITY COLLEGE,Justus Scott,Head Coach,Men's Baseball,3000 College Hts. Blvd,Ridgecrest,CA,93555-9571,,,,,,
Central Valley,NJCAA I,FRESNO CITY COLLEGE,Ron Scott,Head Coach,Men's Baseball,1101 E University Ave,Fresno,CA,93741-0000,,,,,,
Central Valley,NJCAA I,MERCED COLLEGE,Chris Pedretti,Head Coach,Men's Baseball,3600 M St,Merced,CA,95348-2898,,,,,,
Central Valley,NJCAA I,PORTERVILLE COLLEGE,Rich Sorensen,Head Coach,Men's Baseball,100 E College Ave,Porterville,CA,93257-0000,,,,,,
Central Valley,NJCAA I,REEDLEY COLLEGE,Steve Pearse,Head Coach,Men's Baseball,995 N Reed Ave,Reedley,CA,93654-0000,,,,,,
Central Valley,NJCAA I,"SEQUOIAS, COLLEGE OF THE",Jody Allen,Head Coach,Men's Baseball,915 S Mooney Blvd.,Visalia,CA,93277-2214,,,,,,
Central Valley,NJCAA I,TAFT COLLEGE,Vince Maiocco,Head Coach,Men's Baseball,29 Cougar Court,Taft,CA,93268-2317,,,,,,
Central Valley,NJCAA I,WEST HILLS COLLEGE,Jason Smith,Head Coach,Men's Baseball,300 W Cherry Lane,Coalinga,CA,93210-0000,,,,,,
Chicagoland,NAIA 1,CALUMET COLLEGE OF ST. JOSEPH,Brian Nowakowski,Head Coach,Men's Baseball,2400 New York Ave.,Whiting,IN,46394-0000,,,,,,
Chicagoland,NAIA 1,INDIANA UNIVERSITY (South Bend),Doug Buysse,Head Coach,Men's Baseball,1700 Mishawaka Ave.,South Bend,IN,46634-7111,,,,,,
Chicagoland,NAIA 1,OLIVET NAZARENE UNIVERSITY,Todd Reid,Head Coach,Men's Baseball,One University Avenue,Bourbonnais,IL,60914-0000,,,,,,
Chicagoland,NAIA 1,ROBERT MORRIS UNIVERSITY,Jason Becker,Head Coach,Men's Baseball,"401 S. State, Suite 13",Chicago,IL,60605-0000,,,,,,
Chicagoland,NAIA 1,ROOSEVELT UNIVERSITY,Steve Marchi,Head Coach,Men's Baseball,430 S. Michigan Ave,Chicago,IL,60605-0000,,,,,,
Chicagoland,NAIA 1,SAINT XAVIER UNIVERSITY,Rocco Mossuto,Head Coach,Men's Baseball,3700 W. 103rd St.,Chicago,IL,60655-3105,,,,,,
Chicagoland,NAIA 1,"ST. FRANCIS, UNIVERSITY OF",Brian Michalak,Head Coach,Men's Baseball,500 Wilcox Street,Joliet,IL,60435-6169,,,,,,
Chicagoland,NAIA 1,TRINITY CHRISTIAN COLLEGE,Justin Huisman,Head Coach,Men's Baseball,6601 W. College Dr.,Palos Heights,IL,60463-0000,,,,,,
Chicagoland,NAIA 1,TRINITY INTERNATIONAL UNIVERSITY,Jack Jordan,Head Coach,Men's Baseball,2065 Half Day Rd,Deerfield,IL,60015-1241,,,,,,
Coast,NJCAA I,CABRILLO COLLEGE,Bob Kittle,Head Coach,Men's Baseball,6500 Soquel Dr,Aptos,CA,95003-0000,,,,,,
Coast,NJCAA I,CANADA COLLEGE,Tony Lucca,Head Coach,Men's Baseball,4200 Farm Hill Blvd.,Redwood City,CA,94061-1030,,,,,,
Coast,NJCAA I,CHABOT COLLEGE,Steve Friend,Head Coach,Men's Baseball,25555 Hesperian Blvd,Hayward,CA,94545-2447,,,,,,
Coast,NJCAA I,DE ANZA COLLEGE,Erick Raich,Head Coach,Men's Baseball,21250 Stevens Creek Blvd.,Cupertino,CA,95014-5702,,,,,,
Coast,NJCAA I,GAVILAN COLLEGE,Neal Andrade,Head Coach,Men's Baseball,5055 Santa Teresa Boulevard,Gilroy,CA,95020-9578,,,,,,
Coast,NJCAA I,HARTNELL COLLEGE,Travis Babin,Head Coach,Men's Baseball,411 Central Ave,Salinas,CA,93901-1628,,,,,,
Coast,NJCAA I,MISSION COLLEGE,Bobby Hill,Head Coach,Men's Baseball,3000 Mission College Blvd,Santa Clara,CA,95054-1804,,,,,,
Coast,NJCAA I,MONTEREY PENINSULA COLLEGE,Daniel Phillips,Head Coach,Men's Baseball,980 Fremont St.,Monterey,CA,93940-4799,,,,,,
Coast,NJCAA I,OHLONE COLLEGE,Mike Curran,Head Coach,Men's Baseball,43600 Mission Blvd,Fremont,CA,94539-5847,,,,,,
Coast,NJCAA I,"SAN FRANCISCO, CITY COLL. OF",Mario Mendoza,Head Coach,Men's Baseball,50 Phelan Ave,San Francisco,CA,94112-1821,,,,,,
Coast,NJCAA I,"SAN MATEO, COLLEGE OF",Doug Williams,Head Coach,Men's Baseball,1700 W Hillsdale Blvd,San Mateo,CA,94402-0000,,,,,,
Coast,NJCAA I,SKYLINE COLLEGE,Dino Nomicos,Head Coach,Men's Baseball,3300 College Dr,San Bruno,CA,94066-1698,,,,,,
Coast,NJCAA I,WEST VALLEY COLLEGE,Rick Wiens,Head Coach,Men's Baseball,14000 Fruitvale Ave,Saratoga,CA,95070-5698,,,,,,
Colonial,NCAA I,"CHARLESTON, COLLEGE OF",Chad Holbrook,Head Coach,Men's Baseball,66 George Street,Charleston,SC,29424-0000,,,,,,
Colonial,NCAA I,"DELAWARE, UNIVERSITY OF",Jim Sherman,Head Coach,Men's Baseball,Bob Carpenter Center,Newark,DE,19716-0000,,,,,,
Colonial,NCAA I,ELON UNIVERSITY,Mike Kennedy,Head Coach,Men's Baseball,104 E. Haggard Ave.,Elon,NC,27244-0000,,,,,,
Colonial,NCAA I,HOFSTRA UNIVERSITY,John Russo,Head Coach,Men's Baseball,207 Mack Sports Complex,Hempstead,NY,11549-0000,,,,,,
Colonial,NCAA I,JAMES MADISON UNIVERSITY,Marlin Ikenberry,Head Coach,Men's Baseball,"261 Bluestone Dr, MSC 2301",Harrisonburg,VA,22807-0000,,,,,,
Colonial,NCAA I,"NORTH CAROLINA, U. OF (Wilmington)",Mark Scalf,Head Coach,Men's Baseball,601 South College Rd.,Wilmington,NC,28403-1593,,,,,,
Colonial,NCAA I,NORTHEASTERN UNIVERSITY,Mike Glavine,Head Coach,Men's Baseball,219 Cabot Center,Boston,MA,02115-5000,,,,,,
Colonial,NCAA I,TOWSON UNIVERSITY,Matt Tyner,Head Coach,Men's Baseball,8000 York Road,Towson,MD,21252-0000,,,,,,
Colonial,NCAA I,"WILLIAM & MARY, COLLEGE OF",Brian Murphy,Head Coach,Men's Baseball,751 Ukrop Way,Williamsburg,VA,23185-0000,,,,,,
Colonial States,NCAA III,CABRINI COLLEGE,Nick Weisheipl,Head Coach,Men's Baseball,610 King of Prussia Rd.,Radnor,PA,19087-0000,,,,,,
Colonial States,NCAA III,CAIRN UNIVERSITY,Phil Shallenberger,Head Coach,Men's Baseball,200 Manor Ave,Langhorne,PA,19047-2943,,,,,,
Colonial States,NCAA III,CENTENARY UNIVERSITY,Scott Kushner,Head Coach,Men's Baseball,400 Jefferson St.,Hackettstown,NJ,07840-2184,,,,,,
Colonial States,NCAA III,CLARKS SUMMIT UNIVERSITY,Pete Daniels,Head Coach,Men's Baseball,538 Venard Rd.,Clarks Summit,PA,18411-1250,,,,,,
Colonial States,NCAA III,GWYNEDD MERCY COLLEGE,Paul Murphy,Head Coach,Men's Baseball,Griffin Complex,Gwynedd Valley,PA,19437-0000,,,,,,
Colonial States,NCAA III,IMMACULATA UNIVERSITY,Kevin Schneider,Head Coach,Men's Baseball,1145 King Rd,Immaculata,PA,19345-0000,,,,,,
Colonial States,NCAA III,KEYSTONE COLLEGE,Jamie Shevchik,Head Coach,Men's Baseball,One College Green,La Plume,PA,18440-0000,,,,,,
Colonial States,NCAA III,MARYWOOD UNIVERSITY,Jason Thiel,Head Coach,Men's Baseball,2300 Adams Ave.,Scranton,PA,18509-1598,,,,,,
Colonial States,NCAA III,NEUMANN UNIVERSITY,Dan DiBartolomeo,Head Coach,Men's Baseball,One Neumann Dr.,Aston,PA,19014-1298,,,,,,
Commonwealth Coast,NCAA III,CURRY COLLEGE,Paul Bortolotti,Head Coach,Men's Baseball,1071 Blue Hill Ave,Milton,MA,02186-0000,,,,,,
Commonwealth Coast,NCAA III,EASTERN NAZARENE COLLEGE,Kameron Konert,Head Coach,Men's Baseball,23 East Elm Ave.,Quincy,MA,02170-2999,,,,,,
Commonwealth Coast,NCAA III,ENDICOTT COLLEGE,Bryan Haley,Head Coach,Men's Baseball,376 Hale Street,Beverly,MA,01915-2096,,,,,,
Commonwealth Coast,NCAA III,GORDON COLLEGE (MA),Rob Mansfield,Head Coach,Men's Baseball,255 Grapevine Road,Wenham,MA,01984-1813,,,,,,
Commonwealth Coast,NCAA III,NICHOLS COLLEGE,Nicholas Puccio,Head Coach,Men's Baseball,114 Center Road,Dudley,MA,01571-5000,,,,,,
Commonwealth Coast,NCAA III,ROGER WILLIAMS UNIVERSITY,Jason Tower,Head Coach,Men's Baseball,One Old Ferry Rd,Bristol,RI,02809-0000,,,,,,
Commonwealth Coast,NCAA III,SALVE REGINA UNIVERSITY,Eric Cirella,Head Coach,Men's Baseball,100 Ochre Point Avenue,Newport,RI,02840-4192,,,,,,
Commonwealth Coast,NCAA III,WENTWORTH INST. OF TECH.,Steve Studley,Head Coach,Men's Baseball,550 Huntington Ave,Boston,MA,02115-0000,,,,,,
Commonwealth Coast,NCAA III,WESTERN NEW ENGLAND UNIV.,Dan Gomez,Head Coach,Men's Baseball,1215 Wilbraham Rd.,Springfield,MA,01119-2684,,,,,,
Conference Carolinas,NCAA II,BARTON COLLEGE,Jim Chester,Head Coach,Men's Baseball,PO Box 5000,Wilson,NC,27893-7000,,,,,,
Conference Carolinas,NCAA II,BELMONT ABBEY COLLEGE,Chris Anderson,Head Coach,Men's Baseball,100 Belmont Mount Holly Rd,Belmont,NC,28012-2702,,,,,,
Conference Carolinas,NCAA II,EMMANUEL COLLEGE,Jeff Kilgore,Head Coach,Men's Baseball,181 Spring St.,Franklin Springs,GA,30639-0000,,,,,,
Conference Carolinas,NCAA II,ERSKINE COLLEGE,Mark Crocco,Head Coach,Men's Baseball,2 Washington St.,Due West,SC,29639-0000,,,,,,
Conference Carolinas,NCAA II,KING UNIVERSITY,Blaine Brown,Head Coach,Men's Baseball,1350 King College Rd,Bristol,TN,37620-2632,,,,,,
Conference Carolinas,NCAA II,LIMESTONE COLLEGE,Chris Wiley,Head Coach,Men's Baseball,1115 College Dr.,Gaffney,SC,29340-3778,,,,,,
Conference Carolinas,NCAA II,"MOUNT OLIVE, UNIVERSITY OF",Carl Lancaster,Head Coach,Men's Baseball,586 Henderson St,Mount Olive,NC,28365-0000,,,,,,
Conference Carolinas,NCAA II,NORTH GREENVILLE UNIVERSITY,Landon Powell,Head Coach,Men's Baseball,7801 North Tigerville Road,Tigerville,SC,29688-1892,,,,,,
Conference Carolinas,NCAA II,Southern Wesleyan University,Mike Gillespie,Head Coach,Men's Baseball,907 Wesleyan Dr,Central,SC,29630-0000,,,,,,
